1997PhDT.........2Q 9736183
1997PhDT.........2X 9716650
1997PhDT.........3Q 9811544
1997PhDT.........3X 9727627
1997PhDT.........5X 9825137
1997PhDT.........6Q 9803331
1997PhDT.........6X 9817349
1997PhDT.........7J 9836524
1997PhDT.........7Q 9840329
1997PhDT.........7X 9815866
1997PhDT.........8I 9735778
1997PhDT.........8J 9815314
1997PhDT.........8Q 9802360
1997PhDT.........8X 9736512
1997PhDT.........8Z 9800421
1997PhDT.........9I 9812886
1997PhDT.........9J 9818756
1997PhDT.........9U 9827327
1997PhDT.........9X 9806848
1997PhDT.........9Z 9710119
1997PhDT........10I 9811796
1997PhDT........10J 9714129
1997PhDT........10Q 9826929
1997PhDT........10X 9728325
1997PhDT........10Y 9801827
1997PhDT........11J 9738566
1997PhDT........11O 9807011
1997PhDT........11U 9817593
1997PhDT........11X 9802486
1997PhDT........11Y 9732211
1997PhDT........12E 9806320
1997PhDT........12J 9738923
1997PhDT........12O 9737213
1997PhDT........12U 9809999
1997PhDT........12Y 9808685
1997PhDT........12Z 9804107
1997PhDT........13E 9801684
1997PhDT........13J 9717289
1997PhDT........13N 9823040
1997PhDT........13Q 9727726
1997PhDT........13X 9728326
1997PhDT........13Y 9738671
1997PhDT........13Z 9737301
1997PhDT........14J 9823012
1997PhDT........14N 9813323
1997PhDT........14O 9825042
1997PhDT........14Y 9804537
1997PhDT........14Z 9726712
1997PhDT........15J 9817235
1997PhDT........15N 9816421
1997PhDT........15O 9807373
1997PhDT........15X 9816754
1997PhDT........15Y 9953482
1997PhDT........16E 9811074
1997PhDT........16J 9810594
1997PhDT........16N 9818825
1997PhDT........16O 9728766
1997PhDT........16X 9821622
1997PhDT........16Z 9729724
1997PhDT........17E 9800029
1997PhDT........17Z 9725380
1997PhDT........18E 9731251
1997PhDT........18J 9819255
1997PhDT........18N 9721688
1997PhDT........18O 9727725
1997PhDT........18Y 9731157
1997PhDT........18Z 9822041
1997PhDT........19E 9804844
1997PhDT........19J 9728833
1997PhDT........19N 9807009
1997PhDT........19O 9737214
1997PhDT........19Y 9803848
1997PhDT........19Z 9817274
1997PhDT........20E 9800595
1997PhDT........20J 9818350
1997PhDT........20N 9733953
1997PhDT........20O 9819163
1997PhDT........20V 9722660
1997PhDT........20Y 9801934
1997PhDT........21E 9723271
1997PhDT........21J 9736976
1997PhDT........21N 9805092
1997PhDT........21O 9807852
1997PhDT........21Y 9729725
1997PhDT........22A 9807900
1997PhDT........22E 9727548
1997PhDT........22I 9802059
1997PhDT........22N 9726268
1997PhDT........22O 9721545
1997PhDT........22Y 9724445
1997PhDT........22Z 9809518
1997PhDT........23E 9727550
1997PhDT........23I 9722370
1997PhDT........23J 9822940
1997PhDT........23N 9815924
1997PhDT........23O 9812254
1997PhDT........23R 9722068
1997PhDT........23Y 9814715
1997PhDT........23Z 9723980
1997PhDT........24E 9807926
1997PhDT........24J 9813780
1997PhDT........24O 9811616
1997PhDT........24R 9736918
1997PhDT........24V 9732453
1997PhDT........24Y 9736450
1997PhDT........24Z 9734762
1997PhDT........25A 9726249
1997PhDT........25E 9736013
1997PhDT........25I 9812640
1997PhDT........25J 9737011
1997PhDT........25N 9728267
1997PhDT........25O 9824133
1997PhDT........25V 9803435
1997PhDT........25Y 9738646
1997PhDT........26A 9812266
1997PhDT........26D 9806478
1997PhDT........26E 9814359
1997PhDT........26J 9736172
1997PhDT........26N 9800550
1997PhDT........26O 9733809
1997PhDT........26V 9801933
1997PhDT........26W 9807730
1997PhDT........27E 9812865
1997PhDT........27F 9721661
1997PhDT........27N 9732152
1997PhDT........27V 9806816
1997PhDT........27Y 9811227
1997PhDT........27Z 9806468
1997PhDT........28A 9820882
1997PhDT........28D 9734395
1997PhDT........28E 9727547
1997PhDT........28J 9808300
1997PhDT........28O 9803710
1997PhDT........28R 9732171
1997PhDT........28V 9810454
1997PhDT........28Y 9803953
1997PhDT........28Z 9718032
1997PhDT........29A 9800680
1997PhDT........29D 9802621
1997PhDT........29F 9717274
1997PhDT........29J 9720101
1997PhDT........29N 9813402
1997PhDT........29P 9816929
1997PhDT........29R 9802212
1997PhDT........29W 9734882
1997PhDT........29Y 9725808
1997PhDT........30A 9804762
1997PhDT........30D 9723886
1997PhDT........30F 9724956
1997PhDT........30G 9811854
1997PhDT........30J 9817316
1997PhDT........30N 9819581
1997PhDT........30P 9802985
1997PhDT........30V 9801021
1997PhDT........30W 9737387
1997PhDT........30Y 9819194
1997PhDT........30Z 9727401
1997PhDT........31A 9816681
1997PhDT........31D 9729821
1997PhDT........31E 9907090
1997PhDT........31J 9806041
1997PhDT........31N 9811749
1997PhDT........31R 9808514
1997PhDT........31V 9802765
1997PhDT........31W 9737777
1997PhDT........31Z 9732414
1997PhDT........32A 9702134
1997PhDT........32D 9717268
1997PhDT........32F 9723556
1997PhDT........32H 9736737
1997PhDT........32N 9732528
1997PhDT........32O 9819014
1997PhDT........32P 9733584
1997PhDT........32R 9812745
1997PhDT........32V 9738493
1997PhDT........32W 9816537
1997PhDT........32Y 9808543
1997PhDT........33A 9737681
1997PhDT........33H 9809345
1997PhDT........33J 9822959
1997PhDT........33N 9823415
1997PhDT........33O 9733828
1997PhDT........33R 9736365
1997PhDT........33W 9802134
1997PhDT........33Y 9800311
1997PhDT........33Z 9813377
1997PhDT........34A 9727733
1997PhDT........34H 9711061
1997PhDT........34J 9801714
1997PhDT........34N 9734385
1997PhDT........34P 9725449
1997PhDT........34V 9801807
1997PhDT........34W 9720926
1997PhDT........34Y 9729333
1997PhDT........34Z 9719963
1997PhDT........35A 9817348
1997PhDT........35D 9731242
1997PhDT........35F 9809712
1997PhDT........35G 9808295
1997PhDT........35P 9808843
1997PhDT........35R 9737669
1997PhDT........36D 9802531
1997PhDT........36F 9808602
1997PhDT........36G 9810134
1997PhDT........36H 9734023
1997PhDT........36O 9724179
1997PhDT........36V 9822972
1997PhDT........36W 9735915
1997PhDT........36Z 9802488
1997PhDT........37D 9804717
1997PhDT........37E 9724807
1997PhDT........37F 9913218
1997PhDT........37H 9733847
1997PhDT........37J 9803620
1997PhDT........37M 9718025
1997PhDT........37O 9813849
1997PhDT........37P 9728834
1997PhDT........37R 9818630
1997PhDT........37V 9728314
1997PhDT........37W 9827368
1997PhDT........38A 9719991
1997PhDT........38D 9737095
1997PhDT........38E 9802026
1997PhDT........38H 9704393
1997PhDT........38J 9726261
1997PhDT........38M 9727179
1997PhDT........38N 9957084
1997PhDT........38O 9728275
1997PhDT........38P 9813851
1997PhDT........38R 9728549
1997PhDT........38V 9821300
1997PhDT........38W 9803397
1997PhDT........38Y 9723437
1997PhDT........39A 9805636
1997PhDT........39G 9721450
1997PhDT........39H 9728102
1997PhDT........39J 9714128
1997PhDT........39N 9811476
1997PhDT........39P 9819164
1997PhDT........39R 9710028
1997PhDT........39T 9818179
1997PhDT........39V 9729292
1997PhDT........39W 9732739
1997PhDT........39Y 9817353
1997PhDT........40A 9812346
1997PhDT........40G 9806778
1997PhDT........40H 9823670
1997PhDT........40J 9722417
1997PhDT........40L 9714236
1997PhDT........40N 9809513
1997PhDT........40O 9736350
1997PhDT........40P 9723400
1997PhDT........40R 9721160
1997PhDT........40W 9732402
1997PhDT........40Y 9726283
1997PhDT........41A 9729728
1997PhDT........41C 9818906
1997PhDT........41D 9738922
1997PhDT........41E 9816457
1997PhDT........41G 9735899
1997PhDT........41L 9810157
1997PhDT........41M 9727723
1997PhDT........41N 9807835
1997PhDT........41P 9726336
1997PhDT........41R 9737666
1997PhDT........42A 9729892
1997PhDT........42C 9800240
1997PhDT........42D 9808280
1997PhDT........42F 9802191
1997PhDT........42G 9725734
1997PhDT........42H 9827289
1997PhDT........42L 9732125
1997PhDT........42O 9825043
1997PhDT........42P 9729435
1997PhDT........42R 9717132
1997PhDT........42T 9802126
1997PhDT........42V 9813410
1997PhDT........42W 9818813
1997PhDT........43C 9801655
1997PhDT........43D 9804007
1997PhDT........43F 9812866
1997PhDT........43G 9719636
1997PhDT........43H 9835841
1997PhDT........43J 9735792
1997PhDT........43L 9800620
1997PhDT........43N 9806787
1997PhDT........43Z 9720159
1997PhDT........44C 9812548
1997PhDT........44D 9804258
1997PhDT........44E 9704391
1997PhDT........44F 9709783
1997PhDT........44G 9729015
1997PhDT........44H 9733662
1997PhDT........44K 9819574
1997PhDT........44L 9842595
1997PhDT........44P 9815136
1997PhDT........44R 9824610
1997PhDT........44T 9728462
1997PhDT........44V 9729580
1997PhDT........44W 9811997
1997PhDT........45D 9728186
1997PhDT........45F 9838266
1997PhDT........45H 9819393
1997PhDT........45J 9828929
1997PhDT........45K 9727443
1997PhDT........45M 9812037
1997PhDT........45R 9721345
1997PhDT........45T 9731991
1997PhDT........45V 9737278
1997PhDT........45W 9812801
1997PhDT........45Y 9814159
1997PhDT........45Z 9801205
1997PhDT........46A 9804475
